,description,end_date,exhibitors,lat,lng,location,name,start_date,type,visitors
3387,"Vivah Mumbai adds glittering effects into typical Indian wedding by incorporating elegance, fashion, and glitter into one set of designer outfit. This event specialises in designer outfits, jewelry, gift ware, glittering silverware, stylish bags, exotic flowers, tattoo & mehndi artist, bridal cosmetics, wedding gifts, boutiques & fashion designers to add personal touch into bridal and groom outfits. Vivaha presents handpicked wedding trousseau collections from the best designers of India.",2019-02-10,50,19.101908,72.826477,"Juhu Tara Road Uditi Tarang Housing Colony Juhu Tara Juhu Mumbai Maharashtra 400049, Mumbai, India",Vivah Mumbai,2019-02-08,Trade Show,6000
3388,"The National Infrastructure Forum combines thought-leading content, top-level policy briefings, and insights into the future of the sector. Bringing together the most prominent figures and influencers in the industry, the forum creates the opportunity to discuss and debate the key issues in UK infrastructure, dealing with challenges such as delivering the infrastructure pipeline, Britainas new industrial strategy, Brexit, expanding the supply chain and embracing the future of infrastructure.",2019-07-18,50,51.500222,-0.129027,"Broad Sanctuary, Westminster, London SW1P 3EE, London, UK",National Infrastructure Forum,2019-07-18,Conference,-1
3389,"Stoff & Toch Markt Darmstadtfeatures outward appearance, patchwork fabrics velvet, silk or linen, curtains, furniture or decoration materials, variety of fabrics and accessories, clothing or textile room decoration, fabric etc.",2018-03-17,500,49.874778,8.65614,"Karolinenpl. 5 64289 Darmstadt, Darmstadt, Germany",Stoff & Toch Markt Darmstadt,2018-03-17,Trade Show,5000
3390,"Wedding Showcase Bexley is a 1 day event being held on 3rd March 2019 at the Holiday Inn Bexley, United Kingdom. This event showcases products like wedding dresses,bride & groom dresses,bridemaids dresses,jewellery, hair accessories,handbags and accessories,cosmetics and makeup,Wedding Rings, Jewelery, Health & Beauty,wedding makeup, cosmetics and hair accessories,flowers and cakes and decor products etc.",2018-06-10,100,51.446526,0.154468,"Southwold Rd, Bexley DA5 1ND, Bexley, UK",Wedding Showcase Bexley,2018-06-10,Trade Show,1000
3391,"The Vistage Executive Summit Seattle, organized by the Vistage International will take place on 9th May 2019 at Hyatt Regency Lake Washington At SeattleS Southport in Renton, United States. The conference will cover areas like Millennial Generation: Leverage the next generation of leaders for competitive success.",2018-05-24,-1,47.503002,-122.20516,"1053 Lake Washington Blvd N, Renton, WA 98056, Renton, USA",Vistage Executive Summit Seattle,2018-05-24,Conference,-1
3392,"ShowStoppers CES is an invitation-only media reception that offers participating companies the most effective and efficient way to meet with more than 1,300 pre-qualified journalists, analysts and key industry influencers face to face.Utilize the unique ShowStoppers experience to deliver your message, your way. Inspire new opportunities, and create unlimited global exposure for your brand. Introduce new products and demonstrate exciting technologies for media coverage, interviews and product reviews - away from the noise and distractions of the show floor.",2018-01-09,500,36.12649,-115.165739,"3131 S Las Vegas Blvd Las Vegas NV 89109, Las Vegas, USA",ShowStoppers CES,2018-01-09,Trade Show,50000
3393,"Trend Seattle a unique apparel and clothing lifestyles show. The product line ranges from contemporary and classic apparel, accessories, jewelry and more. This event enables brands and companies to establish themselves and use various innovative ideas that enable them to set apart from other brands.",2019-04-09,60,47.581075,-122.134154,"3225 158th Ave SE, Bellevue, WA 98008, Bellevue, USA",TREND Seattle,2019-04-07,Trade Show,500
3394,"The trade show tte - Travel Technology Europe is hosted at London, United Kingdom. The tradeshow's frequency is annual. Olympia London is the venue where tte is held. The trade show organizer responsible for organisation and management of tte is Centaur Media PLC. tte welcomes the following kind of visitors: Trade visitors. 2004 is the year of the foundation of tte. The emphasis of tte lies on the following business sector: Tourism.",2019-02-21,-1,51.5073219,-0.1276474,"London, United Kingdom",tte,2019-02-20,Tradeshow,-1
3395,"Leading in a Diverse and Inclusive Culture is a course which provides the attendees with deeper insights into themselves, their team, and the benefits of inclusion at all levels in their organization. Through self-assessments, case studies, and proven hands-on activities, the attendees can develop competencies and get tools to create an environment fueled by engagement and innovation.",2018-09-18,50,40.760697,-73.985233,"1601 Broadway New York NY 10019, New York, USA",Leading in a Diverse and Inclusive Culture,2018-09-17,Conference,-1
3396,"Top To Toe Transcatheter Solutions Conference objective is to improve the skills in approaching challenging cardiac and vascular cases, learning from interesting cases from around the world, learning new treatments for difficult cardiovascular cases, and update the knowledge in many aspects of the cardio vascular field.",2018-02-17,20,25.225756,55.284203,"Sheikh Zayed Road - Dubai, Dubai, UAE",Top To Toe Transcatheter Solutions,2018-02-15,Conference,-1
3397,"The Liver Transplant Symposium is specifically designed for both liver and kidney organ transplant physicians, surgeons, nurses and allied healthcare professionals. This programme aims to advance the knowledge and expertise in organ transplantation, through multi-disciplinary understanding and collaboration to improve patient outcomes in the region.",2018-10-21,50,1.296643,103.776394,"21 Lower Kent Ridge Rd 119077, Singapore, Singapore",The Liver Transplant Symposium,2018-10-19,Conference,-1
3398,"Inland Rail aims to address the challenges to be faced during the delivery of Australia's Once-in-a- Generation rail infrastructure project. The program will explore the consultations, innovations and financial modelling that will influence the way we move freight around the country.",2019-05-01,-1,-33.873562,151.203587,"150 Day St, Sydney NSW 2000, Sydney, Australia",Inland Rail,2019-04-30,Conference,-1
3399,"The DNA Damage Response in Cell Physiology and Disease is going to be held in Grecotel Cape Sounio, Athens for four days. This conference will specially focus on the developments made in protecting the damaging of DNA. Some of the featuring parts of this conference are interactive panel, special session, papers and abstracts. Focal points that will be discussed in The DNA Damage Response in Cell Physiology and Disease are DNA damage detection and signaling, DNA damage response and the normal cell physiology, Pathways of DNA repair and DNA replication. Dynamic speakers will be invited to demonstrate on the emphasized points of this conference. Invitees will benefit from the conference in several possible ways.",2019-10-11,50,37.658861,24.0155,"67 km Athens-Sounio Sounio 195 00, Sounio, Greece",DNA damage response in cell physiology and disease,2019-10-07,Conference,-1
3400,"Risk Reduction Forum brings together some of the industry's leading experts and providers to address all aspects of the risk equation, the solutions on offer, and the pros and cons of differing options. Ultimately the conference seeks to arm trustees and scheme professionals with practical insights around best practice, and takeaways they can apply to their own scheme.",2018-02-28,-1,51.5073219,-0.1276474,"London, UK",Risk Reduction Forum,2018-02-28,Conference,-1
3401,"The trade show Job Opportunities for Refugees and Foreign Employees is hosted at Berlin, Germany. The tradeshow's frequency is annual. Estrel Congress Center is the venue where Job Opportunities for Refugees and Foreign Employees is held. The trade show organizers responsible for organisation and management of Job Opportunities for Refugees and Foreign Employees are Bundesagentur fur Arbeit, Estrel Congress Center. Job Opportunities for Refugees and Foreign Employees welcomes the following kind of visitors: The public. 2016 is the year of the foundation of Job Opportunities for Refugees and Foreign Employees. The emphasis of Job Opportunities for Refugees and Foreign Employees lies on the following business sectors: Education, Training, Career.",2019-01-28,-1,52.5170365,13.3888599,"Berlin, Germany",Job Opportunities for Refugees and Foreign Employees,2019-01-28,Tradeshow,-1
